License Number,Community Name, Street Address,City,Zip Code,Case Number,Longitude,Latitude,First Inspection Date,Next Inspection Date,Inspection Frequency,Compliant,Unit Count,Units Inspected,Average Violations Per Unit,Severity Index,No Violations Observed,Infested Units Percentage,Units with Mold,Analysis Rating,Location
18232,Oak Ridge Apartments,1014 Quebec Ter,Silver Spring,20903,176715,-76.98866607,39.0004803,3/23/23,,3,1,113,30,1.56,1.82,7,0.06,0,at-risk,"(39.0005, -76.9887)"
49049,Arbor Crest Of Silver Spring,12801 Old Columbia Pike,Silver Spring,20904,174565,-76.96324848,39.06495194,8/22/22,,3,1,80,22,1.13,0.94,14,0,0,compliant,"(39.065, -76.9632)"
42982,"Long Branch Parkway, 7920",7920 Long Branch Pkwy,Takoma Park,20912,177615,-76.99704825,38.9882789,3/1/23,,3,1,1,1,2,1,0,0,0,compliant,"(38.9883, -76.997)"
18246,Hamptons Phase I I I,19773 Crystal Rock Dr,Germantown,20874,168698,-77.26192142,39.18057265,11/9/22,,3,1,232,82,1.32,1.42,28,0.02,0,compliant,"(39.1806, -77.2619)"
45694,Hampshire Village,3210 Norbeck Rd,Silver Spring,20906,174504,-77.06517696,39.11095112,11/10/22,,3,1,110,18,1.16,1.49,7,0,0.11,compliant,"(39.111, -77.0652)"
17466,"Garland Avenue, 8306",8306 Garland Ave,Takoma Park,20912,177504,-77.00061569,38.99351226,3/14/23,,3,1,6,7,1.42,1.57,2,0,0,at-risk,"(38.9935, -77.0006)"
17447,"Greenwood Avenue, 8606",8606 Greenwood Ave,Takoma Park,20912,175965,-77.00244187,38.99735899,11/14/22,,2,1,3,3,2,1.55,1,0,0,at-risk,"(38.9974, -77.0024)"
18209,"Garland Avenue, 7911",7911 Garland Ave,Takoma Park,20912,177528,-76.99834289,38.98937447,3/6/23,,3,1,4,4,0.25,0.25,3,0,0,compliant,"(38.9894, -76.9983)"
17599,"Schrider Street, 8207",8207 Schrider St,Silver Spring,20910,174512,-77.01403118,38.99249825,10/11/22,,3,1,4,4,0,0,1,0,0,compliant,"(38.9925, -77.014)"
17199,Holly Hall,10100 New Hampshire Ave,Silver Spring,20903,178098,-76.97674977,39.02046675,3/30/23,,3,1,96,0,0,0,0,0,0,TBD,"(39.0205, -76.9767)"
112805,"8801 Plymouth St Apartments, LLC",8801 Plymouth Street,Silver Spring,20910,177508,0,0,2/21/23,,2,1,6,7,1.28,2.2,1,0,0,at-risk,"(0.0, 0.0)"
17366,Hampshire West,1432 Hampshire West Ct,Silver Spring,20903,177535,-76.9823585,39.00844206,3/16/23,,3,1,184,47,1.08,1.53,20,0.08,0,at-risk,"(39.0084, -76.9824)"
17412,The Point At Silver Spring,8750 Georgia Ave,Silver Spring,20910,174527,-77.03174873,38.9982196,12/20/22,,3,1,891,187,0.62,0.84,112,0.01,0,compliant,"(38.9982, -77.0317)"
61475,The Apartments At National Park Seminary,9615 Dewitt Dr,Silver Spring,20910,174562,-77.05618574,39.01160943,9/22/22,,3,1,66,17,0.23,0.73,12,0,0,compliant,"(39.0116, -77.0562)"
17279,Georgia West,8708 1St Ave,Silver Spring,20910,177575,-77.03263164,38.99772785,3/16/23,,3,1,107,27,1.55,0.99,12,0,0,compliant,"(38.9977, -77.0326)"
17686,"Ridge Road, 25930",25930 Ridge Rd,Damascus,20872,177644,-77.2121132,39.28248841,3/1/23,,3,1,2,2,0.5,1,1,0,0,compliant,"(39.2825, -77.2121)"
17315,Monterrey Apartments,7925 Chicago Ave,Silver Spring,20910,174568,-77.01911797,38.98960634,8/31/22,,3,1,23,26,1.65,1.7,8,0.11,0,at-risk,"(38.9896, -77.0191)"
17642,Crossway Community,3015 Upton Dr,Kensington,20902,176712,-77.06081429,39.04027188,1/20/23,,3,1,37,10,0,0,10,0,0,compliant,"(39.0403, -77.0608)"
17410,Glen Mont,4900 Battery Ln,Bethesda,20814,175599,-77.099129,38.99187501,10/18/22,,2,1,50,34,0.7,0.7,20,0.08,0,compliant,"(38.9919, -77.0991)"
17029,Courts Of Madison I I,641 Sligo Ave,Silver Spring,20910,174569,-77.01601174,38.99119105,9/20/22,,3,1,19,17,2.11,1.46,6,0,0.17,at-risk,"(38.9912, -77.016)"
17971,"Hampden Lane, 4909",4909 Hampden Ln,Bethesda,20814,176722,-77.09676654,38.98289576,4/26/23,,3,1,6,6,2,1.36,0,0,0,compliant,"(38.9829, -77.0968)"
18219,"Bonifant Street, 941-",941 Bonifant St,Silver Spring,20910,174515,-77.02549106,38.99407512,9/16/22,,3,1,2,3,1,1,2,0,0,compliant,"(38.9941, -77.0255)"
17242,Pine Ridge,8617 Piney Branch Rd,Silver Spring,20901,177522,-76.99949333,38.99647763,3/28/23,,3,1,155,43,0.86,0.85,22,0,0,compliant,"(38.9965, -76.9995)"
18217,"Bonifant Street, 939",939 Bonifant St,Silver Spring,20910,174516,-77.02537147,38.99412456,9/16/22,,3,1,2,1,2,1,0,0,0,compliant,"(38.9941, -77.0254)"
82884,The Premier,8711 Georgia Ave,Silver Spring,20910,177056,-77.02976077,38.99839308,2/15/23,,3,0,160,43,0.48,0.41,34,0,0,compliant,"(38.9984, -77.0298)"
17197,Elizabeth House,1400 Fenwick Ln,Silver Spring,20910,177534,-77.03286303,38.9967708,5/17/23,,3,1,160,0,0,0,0,0,0,TBD,"(38.9968, -77.0329)"
18568,Greenhills,10577 Tralee Ter,Damascus,20872,176713,-77.21528437,39.26973906,1/18/23,,3,1,77,16,0.5,0.58,11,0,0,compliant,"(39.2697, -77.2153)"
17236,Claridge House,2445 Lyttonsville Rd,Silver Spring,20910,177568,-77.05248887,38.9999172,4/17/23,,3,1,241,57,0.24,0.31,50,0,0,compliant,"(38.9999, -77.0525)"
90131,Enclave Silver Spring,11225 Oak Leaf Dr,Silver Spring,20901,176784,-76.99532831,39.03895774,2/7/23,,1,0,1119,1069,2.89,1.54,231,0.17,0.01,troubled,"(39.039, -76.9953)"
116708,Vista at White Oak V,11434 Lockwood Dr,Silver Spring,20904,174529,-76.98692204,39.0411793,9/12/22,,3,1,96,18,2.22,1.66,3,0,0.11,troubled,"(39.0412, -76.9869)"
16960,"Greenwood Avenue, 8309",8309 Greenwood Ave,Takoma Park,20912,177627,-77.00096052,38.99351502,3/27/23,,3,1,4,6,1.33,2,2,0,0,at-risk,"(38.9935, -77.001)"
17453,"Silver Spring Avenue, 515",515 Silver Spring Ave,Silver Spring,20910,174522,-77.01290895,38.99305854,12/2/22,,3,1,5,4,0.25,0,3,0,0,compliant,"(38.9931, -77.0129)"
17614,Scotland Community,7838 Scotland Dr,Potomac,20854,176731,-77.15922075,39.0314794,1/24/23,,3,1,75,19,0.52,0.6,14,0,0,compliant,"(39.0315, -77.1592)"
17323,"Bonifant Street, 828",828 Bonifant St,Silver Spring,20910,177625,-77.02284544,38.99472088,2/24/23,,2,1,3,3,0,0,3,0,0,compliant,"(38.9947, -77.0228)"
18000,"Main Street, 9863",9863 Main St,Damascus,20872,175605,-77.2033628,39.28821721,11/29/22,,2,1,4,4,0.5,0.62,3,0,0,compliant,"(39.2882, -77.2034)"
17999,"Piney Branch Road, 8202-8208",8202 Piney Branch Rd,Silver Spring,20910,177784,-77.00951249,38.99295789,3/30/23,,2,1,2,1,8,1.87,0,0,0,troubled,"(38.993, -77.0095)"
17233,Spring Gardens East,8007 Eastern Ave,Silver Spring,20910,174561,-77.03133167,38.98829588,9/15/22,,3,1,82,22,0.13,0.36,19,0,0,compliant,"(38.9883, -77.0313)"
17231,Wayne Manchester Towers,25 Wayne Ave E,Silver Spring,20901,176729,-77.00863143,38.99987649,1/17/23,,3,1,226,59,0.35,0.74,42,0.01,0,compliant,"(38.9999, -77.0086)"
17768,"Greenwood Avenue, 8109",8109 Greenwood Ave,Takoma Park,20912,174571,-77.00007738,38.99106036,8/24/22,,3,1,4,4,0.5,0.62,3,0,0,compliant,"(38.9911, -77.0001)"
44507,"Erie Avenue, 904",904 Erie Ave,Takoma Park,20912,177628,-76.9999261,38.98983302,3/1/23,,3,1,1,2,0.5,0.5,1,0,0,compliant,"(38.9898, -76.9999)"
17624,"Domer Avenue, 406",406 Domer Ave,Takoma Park,20912,177612,-77.00135817,38.99700481,3/24/23,,3,1,2,4,1,1,0,0,0,compliant,"(38.997, -77.0014)"
17512,"Flower Avenue, 8303",8303 Flower Ave,Takoma Park,20912,177585,-77.00192802,38.99288076,2/23/23,,3,1,6,7,3.57,1.64,0,0,0,troubled,"(38.9929, -77.0019)"
17320,"Greenwood Avenue, 8503",8503 Greenwood Ave,Takoma Park,20912,175964,-77.00120684,38.99525305,10/25/22,,1,1,5,7,2,1.27,2,0,0,compliant,"(38.9953, -77.0012)"
18243,Hamptons Phase I,19773 Crystal Rock Dr,Germantown,20874,177042,-77.26192142,39.18057265,4/18/23,,3,1,288,87,1.98,1.44,23,0,0.01,compliant,"(39.1806, -77.2619)"
17530,Magruders Discovery,10508 Westlake Dr,Bethesda,20817,177049,-77.14725465,39.0286108,2/16/23,,3,1,134,38,0.21,0.41,31,0,0,compliant,"(39.0286, -77.1473)"
17790,"Glenville Road, 8809",8809 Glenville Rd,Silver Spring,20901,178076,-76.99653048,38.99995089,4/18/23,,1,1,4,5,2.8,1.2,2,0.2,0,troubled,"(39.0, -76.9965)"
17376,Village Square West,12401 Village Square Ter,Rockville,20852,177059,-77.10913637,39.05843542,2/21/23,,3,1,403,101,0.57,0.82,66,0,0,compliant,"(39.0584, -77.1091)"
105478,Randolph Village Apartments,531 RANDOLPH RD,SILVER SPRING,20904,177422,-77.02025539,39.06753688,2/28/23,,3,1,130,2,0.5,0.5,1,0,0,compliant,"(39.0675, -77.0203)"
17585,Montgomery Club V I I,9901 Killarney Ln,Gaithersburg,20877,175486,-77.2061426,39.13368172,1/20/23,,1,1,112,110,1.35,1.24,43,0.05,0.01,compliant,"(39.1337, -77.2061)"
17310,University Manor,820 University Blvd E,Silver Spring,20903,177520,-76.99288739,38.99516036,4/13/23,,3,1,136,35,0.28,0.34,27,0,0,compliant,"(38.9952, -76.9929)"
144844,MD Tower LLC,10301 GROSVENOR PL,ROCKVILLE,20852,177009,0,0,2/2/23,,,0,236,49,1.48,0.83,24,0,0.02,compliant,"(0.0, 0.0)"
17687,Browning Avenue Apartments,906 Browning Ave,Takoma Park,20912,171964,-77.0008796,38.99620853,6/3/22,,1,1,16,16,1.25,1.37,5,0,0.06,compliant,"(38.9962, -77.0009)"
114098,"Houston Avenue, 808",808 HOUSTON AVE,TAKOMA PARK,20912,177579,0,0,3/1/23,,,0,3,4,1,1.12,2,0,0,compliant,"(0.0, 0.0)"
18130,Spring Parc Apartments,11 Featherwood Ct,Silver Spring,20904,174506,-76.97212474,39.05876998,10/31/22,,3,0,400,117,2.71,1.77,22,0.01,0.02,troubled,"(39.0588, -76.9721)"
39309,Churchill Senior Living,21000 Father Hurley Blvd,Germantown,20874,177576,-77.27383566,39.19048627,3/29/23,,3,1,121,22,0.36,0.48,17,0,0,compliant,"(39.1905, -77.2738)"
17020,"Greenwood Avenue, 8304",8304 Greenwood Ave,Takoma Park,20912,176705,-77.00148124,38.99307844,3/29/23,,3,1,1,2,1.5,2,0,0,0,at-risk,"(38.9931, -77.0015)"
17452,Holiday Park Townhouses,4115 Garrett Park Rd,Silver Spring,20906,175603,-77.08213885,39.04669766,10/19/22,,2,1,20,20,3.2,1.59,3,0.1,0,troubled,"(39.0467, -77.0821)"
65907,Meridian At Grosvenor Station,5230 Tuckerman Ln,Rockville,20852,177050,-77.10182219,39.02750085,2/21/23,,3,1,301,70,0.41,0.74,47,0,0,compliant,"(39.0275, -77.1018)"
17330,"Ruatan Street, 1056",1056 Ruatan St,Silver Spring,20903,177523,-76.98882807,38.99967311,2/27/23,,3,1,4,6,3,1.77,0,0,0,troubled,"(38.9997, -76.9888)"
17229,Washington Square,8343 Fairhaven Dr,Gaithersburg,20877,173289,-77.17102352,39.14463758,7/18/22,,3,1,50,14,3.64,2.1,0,0.21,0.07,troubled,"(39.1446, -77.171)"
17656,"Glenview Avenue, 8512",8512 Glenview Ave,Takoma Park,20912,177039,-77.00039054,38.99633212,2/6/23,,1,1,5,1,0,0,0,0,0,compliant,"(38.9963, -77.0004)"
17481,"Silver Spring Avenue, 511",511 Silver Spring Ave,Silver Spring,20910,174521,-77.01265914,38.99315466,9/6/22,,3,1,6,6,0.5,0.16,5,0,0,compliant,"(38.9932, -77.0127)"
41542,"Flower Avenue, 8509",8509 Flower Ave,Takoma Park,20912,177586,-77.00257907,38.99595594,2/16/23,,3,1,1,0,0,0,0,0,0,TBD,"(38.996, -77.0026)"
96425,"Plymouth Street, 8707",8707 Plymouth St,Silver Spring,20901,177592,-77.00734702,38.9995059,3/20/23,,3,1,6,8,3.25,1.52,0,0.12,0,troubled,"(38.9995, -77.0073)"
17586,"Fawcett Street, 10423",10423 Fawcett St,Kensington,20895,176703,-77.07373074,39.0264218,1/9/23,,3,1,3,0,0,0,0,0,0,TBD,"(39.0264, -77.0737)"
17514,9439 L L C,9437 Georgia Ave,Silver Spring,20910,175465,-77.04048278,39.00938351,9/28/22,,3,1,8,0,0,0,0,0,0,TBD,"(39.0094, -77.0405)"
17605,"Bonifant Street, 943",943 Bonifant St,Silver Spring,20910,175953,-77.02560013,38.9939982,11/7/22,,1,1,3,3,0.33,0.66,1,0,0,compliant,"(38.994, -77.0256)"
116502,Pinnacle at Town Center,19860 CENTURY BLVD,GERMANTOWN,20874,178090,0,0,4/19/23,,,0,328,80,1.35,1.3,29,0,0,compliant,"(0.0, 0.0)"
17235,Silver Spring Towers,816 Easley St,Silver Spring,20910,174526,-77.02341512,38.99375429,9/13/22,,3,1,432,69,0.28,0.41,54,0,0,compliant,"(38.9938, -77.0234)"
17163,Chevy Chase Lake North,3710 Manor Rd,Chevy Chase,20815,177023,-77.07136103,38.99761454,2/15/23,,3,1,67,0,0,0,0,0,0,TBD,"(38.9976, -77.0714)"
58698,"Garland Avenue, 8008",8008 Garland Ave,Takoma Park,20912,175583,-76.99913446,38.99010483,10/20/22,,2,1,3,4,0.25,0.5,3,0,0,compliant,"(38.9901, -76.9991)"
17439,7902 Garland Ave,7902 Garland Ave,Takoma Park,20912,177526,-76.99850829,38.9886963,2/16/23,,3,1,4,3,0,0,3,0,0,compliant,"(38.9887, -76.9985)"
17689,"Greenwood Avenue, 8108",8108 Greenwood Ave,Takoma Park,20912,178079,-77.00067196,38.99083523,4/24/23,,3,1,6,7,1.71,1.42,2,0,0,compliant,"(38.9908, -77.0007)"
136956,"Flower Avenue, 8607",8607 FLOWER AVE,TAKOMA PARK,20912,176529,0,0,12/19/22,,,0,3,3,5.33,2.18,0,0.66,0,troubled,"(0.0, 0.0)"
17606,8401 Flower Avenue,8401 Flower Ave,Takoma Park,20912,175484,-77.00185772,38.99414101,11/9/22,,2,1,6,6,0.16,0.33,5,0,0,compliant,"(38.9941, -77.0019)"
17191,White Oak Gardens,11600 Lockwood Dr,Silver Spring,20904,178104,-76.98396977,39.04191768,5/2/23,,2,1,352,92,2.01,1.71,22,0.04,0.04,troubled,"(39.0419, -76.984)"
95642,"Plymouth Street, 8710",8710 Plymouth St,Silver Spring,20901,175488,-77.00782913,38.99997812,11/2/22,,2,1,6,6,0.16,0.5,5,0.16,0,compliant,"(39.0, -77.0078)"
122520,Affinity on Georgia,8021 Georgia Ave,Silver Spring,20910,176724,-77.02592158,38.98778737,1/17/23,,3,1,210,49,0.91,0.89,27,0,0,compliant,"(38.9878, -77.0259)"
17389,Glen Aldon,4858 Battery Ln,Bethesda,20814,175574,-77.09767306,38.99234577,12/7/22,,2,1,66,14,0.5,1.07,7,0,0.07,compliant,"(38.9923, -77.0977)"
17374,"Bradford Road, 8800",8800 Bradford Rd,Silver Spring,20901,175608,-77.00661171,39.00038732,11/18/22,,3,1,6,6,0.16,0.33,5,0,0,compliant,"(39.0004, -77.0066)"
108368,Villaflores,8810 BRADFORD RD,SILVER SPRING,20901,177594,0,0,3/17/23,,3,1,6,7,3.85,1.92,0,0.14,0,troubled,"(0.0, 0.0)"
17564,Bethesda Hill,5114 Dudley Ln,Bethesda,20814,176714,-77.10267596,39.01417527,1/19/23,,3,1,194,51,1.47,1.74,10,0.01,0.01,at-risk,"(39.0142, -77.1027)"
90366,UNIVERSITY GARDENS II,440 University Blvd E,Silver Spring,20901,154467,-76.99808373,39.00757311,5/3/19,,3,0,27,7,0,0,7,0,0,compliant,"(39.0076, -76.9981)"
17203,Fields Of Silver Spring,2105 Hildarose Dr,Silver Spring,20902,169464,-77.04468058,39.0205098,11/10/21,,3,1,221,49,1.81,1.72,9,0,0.08,at-risk,"(39.0205, -77.0447)"
112859,4715 Cordell Avenue,4715 Cordell Ave,Bethesda,20814,161014,0,0,10/8/20,,2,1,32,30,0.93,0.33,24,0,0,compliant,"(0.0, 0.0)"
17180,Corona Apartments,714 Sligo Ave,Silver Spring,20910,171937,-77.01767567,38.99012275,4/26/22,,2,1,43,44,3.06,1.25,7,0.02,0.02,at-risk,"(38.9901, -77.0177)"
95488,1019-1025 Quebec Terrace,1019 Quebec Ter,Silver Spring,20903,157357,-76.9878392,39.00016724,8/13/19,,1,0,16,21,1.71,0.97,6,0.04,0,compliant,"(39.0002, -76.9878)"
17282,Tanglewood And Sligo LP,8902 Manchester Rd,Silver Spring,20901,166641,-77.01011209,39.00105478,9/15/21,,3,1,132,32,0.5,0.91,19,0.03,0.03,compliant,"(39.0011, -77.0101)"
17945,"Clayborn Avenue, 402",402 Clayborn Ave,Takoma Park,20912,160562,-77.00090425,38.99511303,8/3/21,,3,1,3,0,0,0,0,0,0,TBD,"(38.9951, -77.0009)"
17006,"Greenwood Avenue, 8509",8509 Greenwood Ave,Takoma Park,20912,161035,-77.00145315,38.99568686,1/27/21,,3,1,1,0,0,0,0,0,0,TBD,"(38.9957, -77.0015)"
45301,"Palisades, The",4835 Cordell Ave,Bethesda,20814,169495,-77.09739636,38.99068481,10/21/21,,3,1,311,78,0.11,0.15,72,0,0,compliant,"(38.9907, -77.0974)"
18019,"Easley Street, 731",731 Easley St,Silver Spring,20910,160564,-77.02088905,38.99445495,10/13/20,,3,1,4,0,0,0,0,0,0,TBD,"(38.9945, -77.0209)"
17432,"Garland Avenue, 8207",8207 Garland Ave,Takoma Park,20912,171031,-76.99950038,38.99230417,2/25/22,,3,1,3,4,0.75,1.16,2,0,0,compliant,"(38.9923, -76.9995)"
21574,Eaves Washingtonian Center,0000 Marathon Cir.,Gaithersburg,20878,171019,0,0,5/11/22,,3,1,288,60,0.9,0.58,43,0,0.01,compliant,"(0.0, 0.0)"
17290,Barclay One Associates,4716 Bradley Blvd,Chevy Chase,20815,169488,-77.09329101,38.97760488,10/20/21,,3,1,81,13,0.84,-0.09,14,0,0,compliant,"(38.9776, -77.0933)"
17623,"Kennebec Avenue, 900",900 Kennebec Ave,Takoma Park,20912,157641,-76.99977829,38.99063751,10/4/19,,1,0,3,3,1.33,0.66,1,0,0,compliant,"(38.9906, -76.9998)"
17593,Archstone Grosvenor Tower,10301 Grosvenor Pl,Rockville,20852,146685,-77.106558,39.0260085,6/20/18,,3,0,237,59,0.77,1,21,0,0,compliant,"(39.026, -77.1066)"
17788,"Greenwood Avenue, 8207",8207 Greenwood Ave,Takoma Park,20912,158815,-77.00053827,38.99217787,10/31/19,,2,0,3,4,0.75,1.33,0,0,0,compliant,"(38.9922, -77.0005)"
